M-ID,SMILE,P1,P2,P3,P4,P5
M779928,CC(=O)S[C@H]1CC2=CC(=O)CC[C@@]2(C)[C@H]2CC[C@@]3(C)[C@H](CC[C@]34CCC(=O)O4)[C@@H]12,0,0,0,0,0
M616033,CCCCC(=O)Nc1ccc(C(=O)NNC(=O)CCc2ccccc2)cc1,0,0,0,0,0
M884341,CC[C@H](CN(C)C)C(=O)c1ccco1,0,0,0,0,0
M630668,O=C(NCCN1CCOCC1)c1ccccc1[N+](=O)[O-],0,0,0,0,0
M499097,O=C(O)[C@@H](O)[C@H](O)C(=O)O,0,0,0,0,0
M124518,Cc1ccccc1S(=O)(=O)O[C@@H]1NS(=O)(=O)c2ccccc21,0,0,0,0,0
M932336,CCCS(=O)(=O)N1CCCC(C(=O)NCCN(Cc2ccccc2)C(C)C)C1,0,0,0,1,0
M250492,Fc1ccc2c(c1)C(c1ccncc1)=NNC(c1ccc(Cl)cc1)=N2,1,1,1,1,1
M222277,CCCNC(C)(C)COC(=O)c1ccccc1,0,0,0,1,0
M626019,C[C@@H]1O[C@H](C[N+](C)(C)C)C[C@H]1O,0,0,0,0,0
M602781,c1nc(N2CC2)c2cnn([C@@H]3CCCCO3)c2n1,0,0,0,0,0
M332843,C[C@@H](CCC[C@@H]1SC[C@H]2NC(=O)N[C@@H]21)C(=O)O,0,0,0,0,0
M346196,O=[N+]([O-])c1nccn1C[C@H](O)CN1CCCCC1,0,0,0,0,0
M665067,O=C1[C@H]2CC[C@H]3/C(=N\OCc4ccccc4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C(=O)N1C[C@@H]1CCCO1,0,0,0,0,0
M699312,O=C(O)C(Oc1nc(S)nc(S)n1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0,0,0,0,0
M725462,CC(C)[C@H]1C(O)=C(C(N)=O)C(=O)[C@]2(O)C(O)=C3C(=O)c4c(O)ccc(N(C)C)c4C[C@H]3C[C@@H]12,0,0,0,0,0
M643857,c1ccc2sc(SCN(C3CCCCC3)C3CCCCC3)nc2c1,1,0,0,1,0
M621654,CC(=O)OC1=CC2=CC[C@H]3[C@H]4CCC(=O)[C@@]4(C)CC(=O)[C@]3(S)[C@]2(C)CC1,0,0,0,0,0
M700360,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCCC[C@H]1CN1CCCC1,0,0,0,1,1
M991233,O=C(Nc1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(S(=O)(=O)[O-])c4cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c34)cc2)cc1)Nc1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(S(=O)(=O)[O-])c4cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c34)cc2)cc1,1,0,0,0,0
M564956,CCN1C(=O)[C@H]2CC[C@H]3/C(=N\OCC[C@H]4C=C[C@H](OC(C)=O)[C@@H](COC(C)=O)O4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,0,0,0,0,0
M835095,Cc1noc(C)c1-c1nccc(N2CCN(C)CC2)n1,1,0,0,0,0
M153579,COc1ccccc1CN1CC[C@@]2(CCCN(C(=O)c3cccn3C)C2)C1,0,0,0,1,1
M812771,CCOC(=O)CCN1C(=O)[C@H]2CC[C@H]3/C(=N\OC[C@@H](O)COCc4ccco4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,0,0,0,0,0
M921801,CO[C@H]1COC(=O)[C@H]2CCCN2C(=O)[C@@H](C)COC(=O)CC=C[C@@H]1C,0,0,0,0,0
M241626,CCOc1cc(/C=C2/C(=O)N(c3ccccc3)N=C2C)ccc1OC(=O)c1cccs1,1,1,1,0,0
M520665,O=C(O)c1ccccc1-c1ccccc1C(=O)NCCCO,0,0,0,0,0
M237613,COC(=O)C1=C(CSc2nncn2C)NC(=O)NC1c1ccc(F)cc1,0,0,0,0,0
M984398,CS(=O)(=O)N1CCCC(C(=O)N2CCC3(CC2)OCCO3)C1,0,1,0,0,0
M208300,CCOC(=O)c1ccc2nc(-c3ccc(S(=O)(=O)F)cc3)cc(O)c2c1,0,0,0,0,0
M918548,CCOC(=O)c1sc(NC(=O)CSc2nc(C)cc(C)n2)c(C#N)c1C,1,1,1,0,1
M886042,CN(C)C=C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O,0,1,1,0,0
M597048,COc1cccc(-c2[nH]nc3c2C(c2ccsc2)C(C#N)=C(N)O3)c1,1,1,1,0,1
M594158,CN(/N=C\c1ccccc1O)c1ccc2ccccc2n1,1,0,0,0,0
M921114,CCCC[C@H]1C[C@@H]1[C@@H]1N(C(C)=O)[C@H](c2cccc(OC)c2)CC12CC2,1,1,1,0,1
M103278,O=C(O)CCc1nc2ccccc2[nH]1,0,0,0,0,0
M449575,CC1(C)CC(Nc2ccc(Nc3ccccc3)cc2)CC(C)(C)N1,0,0,0,0,0
M888603,Cc1ccc(OCC(=O)N/N=C\c2c(C)n(C)c3ccccc23)c([N+](=O)[O-])c1,1,1,0,0,1
M884240,COCc1cc(O)nc2cc(NC(=O)C(F)(F)F)c(C)cc12,1,0,0,0,0
M811074,NNC(=O)c1cc2c(s1)CCCCCC2,1,1,0,0,1
M495172,NNC(=O)CNC(c1ccccc1)c1cc(Br)ccc1NC(=O)c1ccccc1Br,0,1,1,1,1
M997831,OC[C@@H]1NC[C@@H](O)[C@@H](O)[C@H]1O,0,0,0,0,0
M278230,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@H]2C1,0,0,0,0,0
M715050,CCOC(=O)Cc1csc(N/N=C/c2ccc(C(F)(F)F)cc2)n1,0,0,0,0,0
M615374,c1ccc2nc(C3=NCCN3)cnc2c1,1,0,0,0,0
M281567,COc1ccc(COC(=O)N/N=C2/C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]4C(=O)N(C(C)(C)C)C(=O)[C@H]4CC[C@@H]23)cc1,0,0,0,0,0
M494433,CN(C)Cc1cc(C(=O)O)cc(CN(C)C)c1O,0,0,0,0,0
M483110,Cc1ccccc1-c1nccc(NCc2cccs2)n1,1,1,0,1,1
M869901,COC(=O)c1[nH]c2ccc(Br)cc2c1NC(=O)CN1CCCc2ccccc21,1,1,1,0,0
M378165,CCc1nnc(NC(=O)c2c(C)nn(-c3ccccc3)c2Cl)s1,1,1,1,0,0
M815607,N#Cc1cccc(NC(=O)N2CCC3(CC2)CCN(C(=O)c2cnccn2)CC3)c1,0,0,0,0,0
M363292,O=C(O)[C@@H](Cc1c[nH]c2ccccc12)C(=O)NO,0,0,0,0,0
M394630,Cc1cccc(C)c1NC(=O)C[N+](C)(C)C,0,0,0,0,0
M300438,O=C(c1cccc(F)c1)N1CCC2(CC1)CN(c1ccncc1)C2,0,1,1,0,0
M660048,Cc1ccc(S(=O)(=O)N[C@H](CO)C(=O)O)cc1,0,0,0,0,0
M241367,COC(=O)[C@@H]1O[C@@H](c2c(OC)c(OC)c(C)c(OC)c2OC)[C@H](C)[C@@H](O)[C@@H]1C,0,0,0,0,0
M469570,Cc1ccc(OCC(=O)Nc2ccccc2N2CCOCC2)c(C)c1,1,1,1,0,1
M186730,NC(=O)NC(=O)Nc1ccccc1Cl,1,0,0,0,0
M607776,Nc1ncnc2c1ncn2[C@@H]1O[C@H]2COP(=O)(O)O[C@@H]2[C@@H]1O,0,0,0,0,0
M122292,FC(F)(F)c1cc(CN2CC3(CCNCC3)C2)cc(C(F)(F)F)c1,0,0,0,0,0
M689317,O=C(CN1C(=O)NC2(CCCC2)C1=O)NCCC1=CCCCC1,1,1,0,0,0
M962477,Cc1ccccc1C(C(=O)NCc1ccccc1)N(Cc1ccco1)C(=O)c1ccccn1,0,1,1,0,1
M272940,O=C(NCc1ccccc1)C(c1ccc(F)cc1)N(Cc1ccco1)C(=O)c1ccccn1,0,1,1,0,1
M298115,C[n+]1ccccc1/C=N\O,0,0,0,0,0
M617070,N#C/C(=C\Nc1ccccn1)C(=O)C1CC1,1,0,0,0,0
M311676,O=C(CC1CCCCC1)Nc1nc[nH]n1,0,0,0,0,0
M463985,C[C@@H]1[C@@H](C)N1C[C@H](O)Cn1ccnc1[N+](=O)[O-],0,0,0,0,0
M838490,CCCOc1ccc(C2C(C(=O)c3ccco3)=C(O)C(=O)N2CCN2CCOCC2)cc1OC,0,0,0,0,0
M476286,c1ccc2c(N3CCNCC3)cccc2c1,1,0,0,1,0
M940618,CCOC(=O)C1=C(C)C(c2ccccc2OC)NC(S)=N1,0,1,1,0,0
M662192,COc1ccc(-c2cc(CCCC(=O)NCCc3ccc(OC)cc3OC)no2)cc1,1,1,1,1,1
M869943,CC1(C)OC[C@@H]([C@H]2O[C@H](On3nnc4ccc(Cl)cc43)[C@@H]3OC(C)(C)O[C@H]23)O1,0,0,0,0,0
M848335,CN1CCN(CCCN)CC1,0,0,0,0,0
M632234,O=C(c1cnccn1)N1CCC2(CC1)CN(Cc1nccs1)C2,0,0,0,0,0
M382081,O=C(O)c1cnc(S)n1-c1ccc(F)cc1,0,0,0,0,0
M390995,CCN1CCC(O)([C@H](C(=O)O)c2ccccc2)CC1,0,0,0,0,0
M112207,CS(=O)(=O)N1CCC[C@@]2(CCN(C(=O)Nc3ccccc3)C2)C1,0,0,0,0,0
M229005,O=C(O)Cc1c[nH]c2ccc(F)cc12,0,0,0,0,0
M778271,C[C@@]12CC3CC(N)(C1)C[C@@](C)(C3)C2,0,0,0,0,0
M804200,c1ccc2c[n+](CCCC[n+]3ccc4ccccc4c3)ccc2c1,0,0,0,0,0
M428588,Oc1nncn2cccc12,0,0,0,0,0
M468790,CCN1C(=O)[C@H]2CC[C@H]3/C(=N\OCC(C)C)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,0,0,0,0,0
M516162,CC(=O)NC(=S)Nc1ccc(-c2nc3ccc(C)cc3s2)cc1,0,0,0,0,0
M764872,Nc1nc(SCC(=O)O)nc(O)c1N,0,0,0,0,0
M471610,O=S(=O)(O)CCCc1cccc2ccccc12,0,0,0,0,0
M295098,CCC(C)NS(=O)(=O)c1ccc(NC(=O)CCC2CCCCC2)cc1,0,0,0,0,0
M400796,O=C(N/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C4CCCCC4)C(=O)[C@H]3CC[C@@H]12)OCc1ccccc1,0,0,0,0,0
M966860,CC(C)C12CCC(C(=O)O)C(C1)C(=O)O2,0,0,0,0,0
M452340,NC(=O)c1cnccn1,0,0,0,0,0
M605933,CCOC(=O)C1(C(=O)O)NC(=O)CC1c1ccccc1,0,0,0,0,0
M829169,C=CC[C@@H]1C=C[C@@H](O/N=C(/C)CCC(=O)OC[C@@H]2O[C@H](C#Cc3ccccc3)C=C[C@@H]2Oc2ccc(C)cc2)[C@@H](CO)O1,0,0,0,0,1
M569880,CCCCCC1CC1C(=O)N/N=C/c1ccc(N(C)C)cc1,1,1,1,1,1
M279658,CC(=O)N[C@@H](CC(C)C)C(=O)O,0,0,0,0,0
M855946,O=C(O)[C@@H]1CCCN[C@H]1C(=O)O,0,0,0,0,0
M536227,CC1CCN(C(=O)Oc2c(Cl)cc(Cl)c3cccnc23)CC1,1,1,1,0,1
M560157,CCC[C@H]1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,1,0,0,0,0
M399943,CC(C)[C@H](NC(=O)OC(C)(C)C)[C@@H](O)CC(=O)C(C)(C)C,0,0,0,0,0
M785280,N#Cc1ccc(-c2ccc(F)cc2)nc1Sc1ccc(F)cc1,1,0,0,0,0
M161712,C[C@]12CC[C@H]3c4ccc(OCC(=O)O)cc4CC[C@@H]3[C@H]1CCC2=O,0,0,0,0,0
M710875,Oc1[nH]nc(C(F)(F)F)c1/C=N/c1ccccc1,1,0,0,0,0
M228841,CCCCS(=O)(=O)NC1=NCN(Cc2ccco2)CN1,0,0,0,0,0
M882993,COc1ccc(C(C(=O)NC2CCCC2)N(Cc2ccc(F)cc2)C(=O)c2cc[nH]n2)cc1OC,0,1,0,0,1
M153723,CN(C)CCCN1CCC2(CCC(C(C)(C)C)CC2)CC1,0,0,0,0,0
M586160,CCN(CC)CCNC(=O)c1ccc(N)cc1,0,0,0,0,0
M436279,CSCC[C@@H]1NC(=O)CC=C[C@@H](C)COC(=O)[C@@H](C)COC1=O,0,0,0,0,0
M198781,C[C@@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)C(=O)CC[C@H]12,0,0,0,0,0
M148492,CCC(=O)Nc1ncnc2ncn(C(=O)CC)c12,0,0,0,0,0
M664271,O=C(O)Cc1ccc(-c2ccccc2)cc1,0,0,0,0,0
M446968,Cc1c(Br)c([N+](=O)[O-])nn1C(C)C(=O)Nc1ccc2c(c1)OCO2,1,1,1,1,1
M374988,C[C@@]12CCC(=O)C=C1C[C@H](O)[C@@H]1[C@@H]2CC[C@]2(C)[C@H]1CC[C@]2(C)O,0,0,0,0,0
M852557,C[N+](C)(C)CC(=O)O,0,0,0,0,0
M115398,Cn1ncc([N+](=O)[O-])c1C(=O)N1CCOCC1,0,0,0,0,0
M318429,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)C[C@H](O)CC[C@H](O)[C@H](O)CC(=O)C[C@H](O)[C@H](C(=O)O)[C@H](O)C[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](N)[C@@H]2O)C=CC=CC=CC=CCCC=CC=C[C@@](C)(O)[C@@H](O)[C@H]1C,0,0,0,0,0
M867889,CCc1ccc(OCCNC(=O)c2cc(SC)ccc2Cl)cc1,1,1,1,0,1
M827235,CCC(Sc1nc2nnc(C)c-2c(N)n1-c1cccc(Cl)c1)C(=O)NCCOC,1,1,1,0,1
M668650,CSCC[C@@H]1NC(=O)CC=C[C@@H](C)COC(=O)[C@@H](CCSC)NC(=O)CC=C[C@@H](C)COC1=O,0,0,0,0,0
M247169,CC(C)[C@@H](C(=O)O)N1C(=O)c2ccccc2C1=O,0,0,0,0,0
M245564,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,0,0,0,0,0
M501847,N[C@H](CCC(=O)NCS(=O)(=O)O)C(=O)O,0,0,0,0,0
M518658,Cc1ccc(-c2noc(CN(C(=O)C34CC5CC(CC(C5)C3)C4)C(C)C)n2)cc1,0,0,0,0,0
M801444,CN(C)c1ccc(NC(=O)CN2C(=O)CN=C(c3ccccc3)c3ccccc32)cc1,1,1,0,0,1
M145785,c1ccc(Nc2ncnc3ccc(-c4cccnc4)cc23)cc1,1,0,0,0,1
M444821,CC(Sc1nc(-c2ccccc2)cc(C(F)(F)F)n1)C(=O)N1CCCCC1,1,1,1,0,1
M511274,COCC(=O)N1CCC2(CCCN(C(=O)Nc3ccccc3)C2)CC1,0,0,0,0,0
M442146,C[C@H]1CC[C@@]2(NC1)O[C@@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@@H]4CC[C@]3(C)[C@@H]1[C@@H]2C,0,0,0,0,0
M441142,O=C(O)[C@@H](O)Cc1ccccn1,0,0,0,0,0
M211241,COC(=O)COc1ccc(Cl)cc1C1Nc2ccccc2C(=O)N1c1ccc(OC)cc1,0,1,1,0,1
M816816,O=C1C(Cl)=C(Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C(=O)c2ccccc21,1,1,1,1,0
M200564,CCCNC(=O)OC[C@@H]1O[C@H](CCO/N=C(\C)CCN2CCc3nc(CC)c(CC)cc3C2)C=C[C@@H]1Oc1ccc(OC)cc1,0,0,0,0,1
M186507,O=C(O)[C@H](CCc1ccccn1)c1ccccc1,0,0,0,0,0
M754105,CC(C)CO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N(C3CCCCC3)C(=O)[C@H]12,0,0,0,0,0
M636993,O=C(O)C1CCN(S(=O)(=O)c2cccnc2)CC1,0,0,0,0,0
M540482,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,0,0,0,0,0
M432100,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,0,0,0,0,0
M733678,Cc1cn[nH]c1,0,0,0,0,0
M688714,CCN1C(=O)N[C@@H](c2ccccc2)C1=O,0,0,0,0,0
M322978,CC(=O)[C@H]1CC[C@@H]2[C@]1(C)CC=C1[C@]23C=C[C@]2(C[C@H](O)CC[C@@]12C)[C@H](C(=O)O)[C@@H]3C(=O)O,0,0,0,0,0
M328198,CC(=O)Nc1ccc(N2C(=O)CC(c3ccccc3)CC2=O)cc1,0,0,0,0,0
M297681,CCCCNC(=O)COC(=O)c1cc(F)c(F)cc1Cl,1,1,0,0,0
M556018,O=C(O)[C@H](CCc1ccccc1)N1C(=O)c2ccccc2C1=O,0,0,0,0,0
M706589,CCOC(=O)C1=C(CSc2nc(-c3ccccc3)ccc2C#N)OC(N)=C(C#N)C1c1ccc(OC)cc1,1,1,1,0,0
M188367,CCS(=O)(=O)N1CCC(C(=O)NCC2CCCO2)CC1,0,0,0,0,0
M471384,C[N+]1(C)[C@@H]2C[C@H](OC(=O)[C@@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@H]12,0,0,0,0,0
M926712,CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1NC(=O)c1ccc2c(c1)OCO2,1,0,0,0,1
M710130,COCC(=O)N1CCC2(CC1)CN(Cc1ccc(C#N)cc1)C2,0,0,0,0,0
M484531,O=C(O)C[C@H](Sc1ccccc1)c1ccccc1,0,0,0,0,0
M251323,CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,0,0,0,0,0
M900622,O=S(=O)(c1ccccc1)N1CCC2(CC1)CN(c1ncccn1)C2,0,0,0,0,0
M588840,Cc1cnc(CNc2cc(-c3c(C)noc3C)ncn2)cn1,1,0,0,0,0
M908379,O=C(Cn1c(SCC(=O)N2CCc3ccccc3C2)nc2ccccc21)NC1CCCC1,0,1,1,1,1
M180196,O=C(CSCc1ccccc1)Nc1ccc(S(=O)(=O)N2CCOCC2)cc1,0,1,1,1,0
M791388,COc1ccc(CNc2ccnc(-c3cccnc3)n2)c(OC)c1,1,1,0,1,1
M336786,OC[C@@H]1CCC[C@H](n2cnc3c(S)ncnc32)O1,0,0,0,0,0
M933622,CNc1ccnc(-c2cccc(NS(C)(=O)=O)c2)n1,1,0,0,0,1
M486396,O=C(c1ccncc1)N1CCC2(CCCN(C(c3ccccc3)c3ccccc3)C2)CC1,1,1,1,1,1
M404509,COc1ccc(CNc2ncnc3ccc(-c4ccoc4)cc23)c(OC)c1,1,1,0,1,1
M499037,CSCC[C@@H]1NC(=O)CC=C[C@@H](C)COC(=O)[C@H](C)COC1=O,0,0,0,0,0
M186753,Cc1cnc(CNc2ncncc2-c2cccc(C#N)c2)cn1,1,0,0,0,1
M616890,C=C1C(=O)C=C2CN(C(=O)c3ccccc3)[C@@](Cc3ccc(OC)cc3)(C(=O)OC)[C@@H]12,1,1,1,0,1
M567701,CC(=O)N1CCC[C@@]2(CCN(C(=O)Nc3ccccc3)C2)C1,0,0,0,0,0
M143332,CN(C)CCCSC(=N)N,0,0,0,0,0
M547678,c1ccc(CCN2CCOCC2)nc1,0,0,0,0,0
M866555,O=C(O)/C=C(/C(=O)O)[C@]12CCN3CC4=CCO[C@@H]5CC(=O)N[C@@H]1[C@H]5[C@H]4C[C@H]32,0,0,0,0,0
M294000,C[C@@H](SCc1ccccc1)C(=O)O,0,0,0,0,0
M255730,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N[C@H]1C,0,0,0,0,0
M429961,C/C(=N\Nc1nnc(C)c(O)n1)C(=O)O,0,0,0,0,0
M602474,COc1cccc([C@@H]2Oc3ccc(OC)cc3/C(=N/O[C@@H](C)c3cc(-c4c(C)cc(C)cc4C)no3)[C@@H]2O)c1,0,1,1,0,1
M339399,CC(C)NC(=O)N1CCC2(CC1)CCN(S(=O)(=O)c1ccccc1)CC2,0,0,0,0,0
M188800,COc1ccccc1CC(=O)Nc1cc2oc3ccccc3c2cc1OC,1,1,1,0,1
M569679,Oc1ccnc(SCc2ccc(Cl)cc2)n1,0,0,0,0,0
M836466,Cc1cnc(CNc2nc(-c3cccnc3)nc3ccccc23)cn1,1,0,0,0,1
M808377,CCCS(=O)(=O)N1CCCC(C(=O)NCCCOC(C)C)C1,0,0,0,0,0
M530445,NC[C@@H]1O[C@H](O[C@@H]2[C@H](CO)O[C@H](O[C@@H]3[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4N)[C@@H](N)C[C@@H](N)[C@H]3O)[C@H]2O)[C@@H](N)[C@H](O)[C@@H]1O,0,0,0,0,0
M792489,Oc1ccc(/C=C/c2ccccc2)nn1,1,0,0,0,0
M540421,COc1ccc(C2C(C(=O)N3CCN(C)CC3)c3ccccc3C(=O)N2C2CCCCC2)cc1,0,0,0,0,1
M205312,CCOc1cc(CN2CCN(c3ccc(C(C)=O)cc3)CC2)ccc1OC,0,0,0,0,0
M735616,Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,0,0,0,0,0
M699968,COc1nc(N)nc2c1ncn2[C@@H]1C[C@H](O)[C@@H](CO)O1,0,0,0,0,0
M139095,Cc1ccc(-c2cccc(OC(=O)c3ccccc3F)c2)cc1,1,1,0,0,0
M789182,CN(C)CCSS(=O)(=O)O,0,0,0,0,0
M907319,Cc1ccc(/C=C2/NC(=O)N(Cc3ccccc3)C2=O)s1,1,1,0,0,1
M590167,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,0,0,0,1,0
M136303,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(Cc4ccsc4Br)c3C[C@H]2CN1C(=O)c1ccccc1,0,1,1,0,1
M494970,NC(=O)C1(N2CCCCC2)CCN(C(=S)Nc2ccc(Cl)cc2)CC1,0,1,0,0,0
M374500,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCC[C@@H]21,0,0,0,0,0
M251547,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncn1,1,0,0,0,0
M666730,C=CCNS(=O)(=O)c1ncnc2[nH]cnc12,0,0,0,0,0
M316520,O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,0,0,0,0,0
M313145,COc1ccc2c3c1O[C@@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,0,0,0,0,0
M970154,CCC(=O)N1CCc2cc(S(=O)(=O)NC(C(=O)NCc3ccc(F)cc3)C(C)C)ccc21,0,0,0,0,1
M654980,C[C@@]12CC[C@H]3[C@@H](CC[C@]4(O)C[C@H](O)CC[C@@]34C=O)[C@]1(O)CC[C@@H]2C1=CC(=O)OC1,0,0,0,0,0
M482960,CN1CCC2(CC1)CCN(S(=O)(=O)c1ccccc1)CC2,0,0,0,0,0
M136897,CC(C)NC(=O)N1CC2(CCN(S(=O)(=O)c3ccccc3)CC2)C1,0,0,0,0,0
M386045,CC(C)(C)N1C(=O)[C@@H]2[C@@H](CC[C@@H]3C(=O)C=C[C@@H](O)[C@H]32)C1=O,0,0,0,0,0
M637383,O=S(=O)(c1ccccc1)N1CCC2(CC1)CN(Cc1nccs1)C2,0,0,0,0,0
M707954,COC(=O)C/C=C\[C@@H](C)[C@@H](/C=N\OC[C@@H]1O[C@H](c2ccccc2)C=C[C@@H]1Oc1ccc(OC)cc1)NS(=O)(=O)c1ccc(C)cc1,0,1,1,0,1
M600765,CCc1ccc(N(C(=O)c2snc(C(N)=O)c2N)C(C(=O)NCCC(C)C)c2c[nH]c3ccccc23)cc1,0,1,1,0,1
M784920,Cc1cc(O)nc2cc3oc4ccccc4c3cc12,1,0,0,0,0
M942737,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,1,0,0,1,0
M223048,Nc1ncnc2c1ncn2[C@H]1O[C@@H](C(=O)O)[C@@H](O)[C@H]1O,0,0,0,0,0
M188508,COc1ccc(C(=O)O/N=C/c2ccc(S(=O)c3ccc(Cl)cc3)nc2)cc1,0,1,0,0,0
M932022,Cc1ccccc1-c1ccc2ncnc(NC3CC3)c2c1,1,1,0,1,1
M612113,O=C(O)CSc1ccc(N=C=S)cc1,0,0,0,0,0
M540855,O=C(N1CCOCC1)C1(c2ccccc2)CCNCC1,0,0,0,0,0
M192699,Cc1ccc(CSc2nnc(C(F)(F)F)n2Cc2ccc(F)cc2)cc1,1,1,1,0,1
M623418,COC(=O)[C@H]1C[C@@H]1[C@H](NC(C)=O)c1ccccc1,0,0,0,0,0
M469033,Cc1nonc1NC(=O)Nc1cccnc1,1,0,0,0,0
M916221,CN(C)CCC[C@@H]1c2ccccc2Oc2ccc(C(F)(F)F)cc21,1,0,0,1,0
M374620,O=C(O)[C@@H]1CS[C@@]2(CCCN(Cc3ccccc3)C2)N1,0,0,0,0,0
M377773,N#Cc1ccc(CN2CCC3(CC2)CCN(C(=O)c2csnn2)CC3)cc1,0,0,0,0,0
M472390,C[C@H](c1ccccc1)N1C(=O)[C@@H]2[C@@H](CC[C@@H]3C(=O)C[C@@H](O)[C@@H](O)[C@H]32)C1=O,0,0,0,0,0
M423054,Cc1c(-c2nc(N)nc(C3CC3)c2C)nc(N)nc1C1CC1,0,0,0,0,0
M641566,O=C(O)CCCSc1nc2ccccc2s1,0,0,0,0,0
M909040,CCC(C)(C)C(=O)O[C@@H]1C[C@H](C)C=C2C=C[C@H](C)[C@@H](CC[C@H]3C[C@@H](O)CC(=O)O3)[C@H]21,0,0,0,0,1
M531892,CCC1(c2ccccc2)C(=O)NCNC1=O,0,0,0,0,0
M136262,c1cncc(-c2ccc3ncnc(N4CCNCC4)c3c2)c1,1,0,0,0,1
M716833,C=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,0,0,0,1,0
M530623,O=C1Nc2cc(C(=O)N3CCOCC3)ccc2SC1N1CCOCC1,0,0,0,0,0
M540878,Cc1ccc2nc(NC(=O)CSCC(=O)OCC(=O)c3ccc(Br)cc3)sc2c1,1,1,1,0,1
M438904,C=CCSc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,0,0,0,0,0
M632900,O=C(O)CP(=O)(O)O,0,0,0,0,0
M402410,Cc1cccc(NC(=O)CSc2nc(O)c(C#N)c(-c3ccccc3)n2)c1C,0,1,1,0,0
M112498,CN(C)CCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]21C,0,0,1,0,0
M649672,COc1ccc(C2CC(=O)C(/C=N/CCN3CCOCC3)=C(O)C2)cc1,0,0,0,0,0
M732512,NC(Cc1ccccc1)(C(=O)O)C(=O)O,0,0,0,0,0
M141204,COc1ccc(C(=O)N2CCC3(CCCN(C)C3)CC2)cc1,0,0,0,0,0
M795700,Nc1ncnc2c1ncn2C[C@@H](O)C(=O)O,0,0,0,0,0
M342748,Nc1cc(S(N)(=O)=O)ccc1SSc1ccc(S(N)(=O)=O)cc1N,1,1,1,0,0
M160846,CN[C@@H]1[C@H](O)[C@@H]2O[C@@H]3O[C@H](C)CC(=O)[C@]3(O)O[C@H]2[C@H](NC)[C@@H]1O,0,0,0,0,0
M161305,COC(=O)N1CCC2(CC1)CN(c1ccncc1)C2,0,0,0,0,0
M363111,O=C(O)c1c2c(c(O)c3c1CN(C1CCCCC1)CO3)OCN(C1CCCCC1)C2,0,0,0,0,0
M601780,CC(=O)c1c(C)[nH]c(C(=O)OCC(=O)N(C)C)c1C,1,0,0,0,0
